Date,Inflation
5/20/77,6.811973594354659
5/21/77,6.816500711237561
5/22/77,6.821026282853571
5/23/77,6.825550309993744
5/24/77,6.830072793448605
5/25/77,6.8345937340080765
5/26/77,6.839113132461638
5/27/77,6.843630989598148
5/28/77,6.848147306205954
5/29/77,6.8526620830729135
5/30/77,6.857175320986264
5/31/77,6.861687020732754
6/1/77,6.866197183098599
6/2/77,6.864988558352403
6/3/77,6.863780359028526
6/4/77,6.862572584902349
6/5/77,6.8613652357494725
6/6/77,6.860158311345654
6/7/77,6.8589518114667625
6/8/77,6.857745735888887
6/9/77,6.856540084388185
6/10/77,6.855334857
6/11/77,6.854130052724083
6/12/77,6.852925672113885
6/13/77,6.851721714687287
6/14/77,6.850518180221332
6/15/77,6.849315068493156
6/16/77,6.848112379280069
6/17/77,6.846910112359539
6/18/77,6.845708267509232
6/19/77,6.844506844506859
6/20/77,6.843305843130376
6/21/77,6.842105263157894
6/22/77,6.840905104367656
6/23/77,6.8397053665380625
6/24/77,6.838506049447646
6/25/77,6.837307152875183
6/26/77,6.836108676599495
6/27/77,6.834910620399581
6/28/77,6.833712984054663
6/29/77,6.832515767344072
6/30/77,6.831318970047295
7/1/77,6.8301225919439545
7/2/77,6.823316764572973
7/3/77,6.816513243350086
7/4/77,6.809712027103321
7/5/77,6.802913114661546
7/6/77,6.796116504854366
7/7/77,6.789322196512226
7/8/77,6.782530188466307
7/9/77,6.775740479548653
7/10/77,6.768953068592065
7/11/77,6.762167954430098
7/12/77,6.755385135897152
7/13/77,6.748604611828379
7/14/77,6.741826381059757
7/15/77,6.735050442428014
7/16/77,6.728276795
7/17/77,6.721505436926023
7/18/77,6.7147363677332095
7/19/77,6.707969586032103
7/20/77,6.701205090663365
7/21/77,6.694442880468432
7/22/77,6.687682954289587
7/23/77,6.680925310969776
7/24/77,6.674169949352837
7/25/77,6.667416868
7/26/77,6.660666066606669
7/27/77,6.653917543168908
7/28/77,6.647171296817023
7/29/77,6.640427326398646
7/30/77,6.633685630762298
7/31/77,6.626946208757234
8/1/77,6.620209059233462
8/2/77,6.619465048325468
8/3/77,6.618721204629741
8/4/77,6.617977528
8/5/77,6.617234018649598
8/6/77,6.616490676
8/7/77,6.615747500842417
8/8/77,6.615004492362986
8/9/77,6.614261650758002
8/10/77,6.613518975971244
8/11/77,6.612776467946557
8/12/77,6.612034126627764
8/13/77,6.611291951958709
8/14/77,6.6105499438832815
8/15/77,6.609808102345416
8/16/77,6.609066427289045
8/17/77,6.608324918658148
8/18/77,6.607583576396681
8/19/77,6.606842400448687
8/20/77,6.606101391
8/21/77,6.605360547269257
8/22/77,6.604619869925976
8/23/77,6.603879358672504
8/24/77,6.603139013
8/25/77,6.602398834211409
8/26/77,6.6016588208921645
8/27/77,6.600918973439418
8/28/77,6.600179291797392
8/29/77,6.599439775910376
8/30/77,6.598700425722592
8/31/77,6.5979612411784405
9/1/77,6.597222222
9/2/77,6.590291037435625
9/3/77,6.583362258475067
9/4/77,6.576435884088139
9/5/77,6.5695119130233515
9/6/77,6.5625903440300615
9/7/77,6.5556711758584685
9/8/77,6.548754407259683
9/9/77,6.541840036985658
9/10/77,6.534928063789214
9/11/77,6.5280184864240365
9/12/77,6.5211113036446555
9/13/77,6.514206514206511
9/14/77,6.507304116865864
9/15/77,6.500404110379865
9/16/77,6.493506493506485
9/17/77,6.486611265004627
9/18/77,6.479718423633951
9/19/77,6.472827968
9/20/77,6.465939897329398
9/21/77,6.459054209919257
9/22/77,6.452170904687771
9/23/77,6.445289980398949
9/24/77,6.438411435817626
9/25/77,6.431535269709565
9/26/77,6.424661480841265
9/27/77,6.417790068
9/28/77,6.410921029894601
9/29/77,6.404054365353606
9/30/77,6.397190073127201
10/1/77,6.390328151986191
10/2/77,6.4011142061281445
10/3/77,6.411899058548265
10/4/77,6.422682709447436
10/5/77,6.433465159026341
10/6/77,6.444246407485799
10/7/77,6.455026455026447
10/8/77,6.465805302
10/9/77,6.476582948153942
10/10/77,6.4873593941418894
10/11/77,6.498134640013364
10/12/77,6.508908685968806
10/13/77,6.5196815322086765
10/14/77,6.530453178933304
10/15/77,6.541223626
10/16/77,6.551992874638168
10/17/77,6.562760924018929
10/18/77,6.573527774685517
10/19/77,6.584293426838084
10/20/77,6.595057880676758
10/21/77,6.605821136401602
10/22/77,6.616583194212566
10/23/77,6.627344054309714
10/24/77,6.638103716892929
10/25/77,6.6488621821621186
10/26/77,6.659619450317145
10/27/77,6.670375521557714
10/28/77,6.681130396083668
10/29/77,6.691884074094667
10/30/77,6.702636556
10/31/77,6.713387841370477
11/1/77,6.7241379310344795
11/2/77,6.723365130444781
11/3/77,6.722592507469538
11/4/77,6.7218200620475566
11/5/77,6.7210477941176405
11/6/77,6.720275703618617
11/7/77,6.719503790489312
11/8/77,6.7187320546686635
11/9/77,6.717960496095543
11/10/77,6.717189115
11/11/77,6.716417910447747
11/12/77,6.7156468832510585
11/13/77,6.714876033057848
11/14/77,6.714105359807188
11/15/77,6.713334863438147
11/16/77,6.712564543889843
11/17/77,6.711794401101412
11/18/77,6.711024435012036
11/19/77,6.710254645560898
11/20/77,6.7094850326872235
11/21/77,6.708715596330284
11/22/77,6.707946336429305
11/23/77,6.707177252923646
11/24/77,6.706408345752601
11/25/77,6.705639614855574
11/26/77,6.704871060171924
11/27/77,6.704102681641078
11/28/77,6.703334479202483
11/29/77,6.702566452795589
11/30/77,6.701798602359954
12/1/77,6.701030928
12/2/77,6.7054585757827745
12/3/77,6.709884751773054
12/4/77,6.714309456539791
12/5/77,6.718732690816442
12/6/77,6.723154455335867
12/7/77,6.727574750830567
12/8/77,6.731993578032447
12/9/77,6.736410937672965
12/10/77,6.74082683
12/11/77,6.745241257193446
12/12/77,6.749654218533885
12/13/77,6.754065715233981
12/14/77,6.758475748022774
12/15/77,6.762884317628837
12/16/77,6.767291424780231
12/17/77,6.77169707
12/18/77,6.7761012546288635
12/19/77,6.7805039787798504
12/20/77,6.784905243383621
12/21/77,6.789305049165839
12/22/77,6.793703396851702
12/23/77,6.798100287165898
12/24/77,6.802495720832646
12/25/77,6.806889699
12/26/77,6.811282221118287
12/27/77,6.815673289183222
12/28/77,6.820062903492796
12/29/77,6.824451064768833
12/30/77,6.828837773732688
12/31/77,6.833223031105229
1/1/78,6.8376068376068355
1/2/78,6.824320599746447
1/3/78,6.8110431476277045
1/4/78,6.7977744725389755
1/5/78,6.784514565780064
1/6/78,6.7712634186622545
1/7/78,6.758021022508398
1/8/78,6.744787368652694
1/9/78,6.731562448440842
1/10/78,6.718346253229979
1/11/78,6.705138774388564
1/12/78,6.691940003296515
1/13/78,6.678749931345096
1/14/78,6.665568549936851
1/15/78,6.652395850485759
1/16/78,6.639231824417013
1/17/78,6.626076463
1/18/78,6.612929758183905
1/19/78,6.599791700926372
1/20/78,6.586662282864819
1/21/78,6.573541495480684
1/22/78,6.560429330266682
1/23/78,6.547325778726654
1/24/78,6.5342308323756315
1/25/78,6.521144482739749
1/26/78,6.508066721356309
1/27/78,6.49499754
1/28/78,6.48193693
1/29/78,6.468884882259718
1/30/78,6.455841389480588
1/31/78,6.442806442806437
2/1/78,6.429780033840937
2/2/78,6.434267762203971
2/3/78,6.438753322058455
2/4/78,6.443236714975842
2/5/78,6.447717942525943
2/6/78,6.452197006277172
2/7/78,6.456673907796273
2/8/78,6.461148649
2/9/78,6.4656212303980665
2/10/78,6.470091654606858
2/11/78,6.4745599228357875
2/12/78,6.479026036644164
2/13/78,6.483489997589786
2/14/78,6.487951807
2/15/78,6.492411467116366
2/16/78,6.496868978805392
2/17/78,6.501324343847825
2/18/78,6.505777563793935
2/19/78,6.510228640192528
2/20/78,6.5146775745909435
2/21/78,6.519124369
2/22/78,6.523569023569031
2/23/78,6.528011541235879
2/24/78,6.532451923076921
2/25/78,6.536890170632059
2/26/78,6.541326285439686
2/27/78,6.545760269036749
2/28/78,6.550192122958687
3/1/78,6.554621848739495
3/2/78,6.552845528455276
