Date,M2 Velocity
1959-10-16,1.7740434782608694
1959-10-19,1.7742391304347824
1959-10-20,1.774304347826087
1959-10-21,1.7743695652173912
1959-10-22,1.7744347826086955
1959-10-23,1.7745
1959-10-26,1.774695652173913
1959-10-27,1.7747608695652173
1959-10-28,1.7748260869565216
1959-10-29,1.774891304347826
1959-10-30,1.7749565217391303
1959-11-02,1.7751521739130434
1959-11-03,1.7752173913043476
1959-11-04,1.7752826086956521
1959-11-05,1.7753478260869564
1959-11-06,1.7754130434782607
1959-11-09,1.7756086956521737
1959-11-10,1.7756739130434782
1959-11-11,1.7757391304347825
