Date,GPRI
1948-08-11,111.63038487588206
1948-08-12,112.10081014325542
1948-08-13,112.57123541062879
1948-08-16,113.98251121274886
1948-08-17,114.45293648012223
1948-08-18,114.92336174749559
1948-08-19,115.39378701486895
1948-08-20,115.86421228224232
1948-08-23,117.2754880843624
1948-08-24,117.74591335173577
1948-08-25,118.21633861910912
1948-08-26,118.68676388648248
1948-08-27,119.15718915385585
1948-08-30,120.56846495597593
1948-08-31,121.0388902233493
1948-09-01,121.50931549072266
1948-09-02,121.77098159790039
1948-09-03,122.03264770507812
1948-09-06,122.81764602661133
1948-09-07,123.07931213378906
1948-09-08,123.34097824096679
1948-09-09,123.60264434814454
1948-09-10,123.86431045532227
1948-09-13,124.64930877685546
1948-09-14,124.91097488403321
1948-09-15,125.17264099121094
1948-09-16,125.43430709838867
1948-09-17,125.6959732055664
1948-09-20,126.48097152709961
1948-09-21,126.74263763427734
1948-09-22,127.00430374145508
1948-09-23,127.2659698486328
1948-09-24,127.52763595581055
1948-09-27,128.31263427734376
1948-09-28,128.57430038452148
1948-09-29,128.83596649169922
1948-09-30,129.09763259887694
1948-10-01,129.3592987060547
1948-10-04,126.45555680797946
1948-10-05,125.48764284195438
1948-10-06,124.5197288759293
1948-10-07,123.55181490990424
